,image_name,kurtois_value
0,im_4_0.png,7.619785739977631
1,im_21_0.png,0.8089673671979707
2,im_9_0.png,1.9350676843219299
3,im_8_0.png,2.327834231286934
4,im_15_0.png,2.2424073286575883
5,im_1_0.png,1.967410122364294
6,im_13_0.png,2.9710291341817854
7,im_0_0.png,3.864793400028237
8,im_19_0.png,5.037955457179841
9,im_24_0.png,6.278085040982493
10,im_20_0.png,6.211099063857107
11,im_23_0.png,6.5615289183551475
12,im_11_0.png,6.76120780190579
13,im_3_0.png,4.611730595245925
14,im_26_0.png,3.4663346232115515
15,im_16_0.png,1.6012058234905355
16,im_14_0.png,0.7718663666377021
17,im_6_0.png,0.911195255083264
18,im_17_0.png,5.88391349469881
19,im_12_0.png,3.9789073949357547
20,im_2_0.png,3.2794318364401764
21,im_5_0.png,2.714237301538608
22,im_10_0.png,1.9786127315276811
23,im_25_0.png,1.0847911553895724
24,im_18_0.png,1.3000258268472695
25,im_22_0.png,1.822254575032745
26,im_7_0.png,2.042722490832092
27,im_39_1.png,2.9635081663815024
28,im_42_1.png,3.197502526826363
29,im_38_1.png,3.1956842994848014
30,im_74_1.png,3.2558170812223644
31,im_64_1.png,3.248350058920316
32,im_41_1.png,2.691944104883653
33,im_16_1.png,2.5768529560894224
34,im_54_1.png,4.228505680209824
35,im_27_1.png,4.361555101369082
36,im_69_1.png,4.399131571128534
37,im_22_1.png,4.560907292387157
38,im_15_1.png,4.4068019939397844
39,im_6_1.png,3.9601817522835256
40,im_9_1.png,2.2400927243443762
41,im_63_1.png,0.3070622236848908
42,im_66_1.png,0.223215630968852
43,im_11_1.png,1.3024772723608775
44,im_10_1.png,3.7458545701822876
45,im_51_1.png,4.950991025554249
46,im_13_1.png,4.893203829692125
47,im_5_1.png,2.1828872685764127
48,im_29_1.png,-0.01564429343377194
49,im_73_1.png,0.9482240869788714
50,im_60_1.png,1.4062661281655524
51,im_46_1.png,1.4693713624110734
52,im_75_1.png,1.5143696836166853
53,im_8_1.png,0.9585071640499567
54,im_17_1.png,0.07492836350735255
55,im_23_1.png,0.2634275923338705
56,im_20_1.png,1.7296032848942682
57,im_28_1.png,2.4543953180732148
58,im_31_1.png,2.010058708206077
59,im_59_1.png,1.400870217691657
60,im_67_1.png,0.5996609331952865
61,im_72_1.png,0.35581582586194305
62,im_43_1.png,0.8541052334212234
63,im_18_1.png,2.2838449188199714
64,im_58_1.png,2.117057197362846
65,im_50_1.png,2.979629896838709
66,im_76_1.png,1.6029422098969244
67,im_0_1.png,0.5407936294077706
68,im_68_1.png,0.6944335963409416
69,im_48_1.png,0.8665194206000364
70,im_45_1.png,0.8811142374797658
71,im_78_1.png,0.6218264526764905
72,im_32_1.png,0.2004853500239583
73,im_37_1.png,0.2538748537656832
74,im_34_1.png,0.38163103033697166
75,im_3_1.png,0.3375145288755488
76,im_1_1.png,0.5431023468312595
77,im_35_1.png,0.6421956494796919
78,im_65_1.png,0.715256717267132
79,im_61_1.png,0.7523562793150513
80,im_25_1.png,0.8422194140288224
81,im_36_1.png,0.5615054093349521
82,im_30_1.png,0.045500268695013446
83,im_49_1.png,0.2540130389667188
84,im_53_1.png,0.5320175920441454
85,im_21_1.png,0.656870757056307
86,im_44_1.png,0.9431377156870835
87,im_56_1.png,1.1530401274073618
88,im_77_1.png,1.257862482405188
89,im_24_1.png,1.3916107411417054
90,im_47_1.png,1.371514581825707
91,im_79_1.png,0.09142860151763488
92,im_62_1.png,-0.26120001088212286
93,im_19_1.png,-0.029176432863465163
94,im_4_1.png,0.3121753372571061
95,im_2_1.png,0.4510869844954253
96,im_52_1.png,0.7343186572764018
97,im_71_1.png,0.9465683081820324
98,im_12_1.png,1.014902591253425
99,im_70_1.png,1.0846766886327064
100,im_40_1.png,0.8452597680231579
101,im_14_1.png,-0.26412992358044374
102,im_7_1.png,-0.3193641153041198
103,im_55_1.png,-0.09575805591680808
104,im_33_1.png,0.2313168292016381
105,im_26_1.png,0.39185580437361445
106,im_57_1.png,0.6838681751721634
107,im_143_2.png,-0.3053197766433149
108,im_220_2.png,-0.4940930063477542
109,im_244_2.png,0.14309718022346019
110,im_258_2.png,-0.5773529567875566
111,im_111_2.png,-0.6040423903519958
112,im_325_2.png,-0.34363082063056716
113,im_135_2.png,-0.41408804746591876
114,im_329_2.png,-0.5462021577122749
115,im_124_2.png,-0.7156427823651423
116,im_115_2.png,-0.7280609395768884
117,im_247_2.png,-0.7679391670226847
118,im_295_2.png,-0.7495660496436973
119,im_4_2.png,-0.6774106037815701
120,im_48_2.png,-0.6265553015818996
121,im_53_2.png,-0.23094988944956008
122,im_98_2.png,-0.11458571830813336
123,im_76_2.png,-0.05351269247849677
124,im_183_2.png,0.21467173456822675
125,im_340_2.png,0.35957204196012205
126,im_253_2.png,0.4093156040023125
127,im_333_2.png,0.39596599081653805
128,im_178_2.png,0.39217111010455197
129,im_201_2.png,0.46510956574506546
130,im_280_2.png,0.48586913937207443
131,im_286_2.png,0.6694065958506501
132,im_101_2.png,0.6384991437377834
133,im_338_2.png,0.4061685131813091
134,im_154_2.png,0.5052536066356375
135,im_296_2.png,0.9324381886940212
136,im_309_2.png,1.1537241138653105
137,im_204_2.png,1.4614630283019032
138,im_28_2.png,1.571472114364167
139,im_268_2.png,2.026384784326434
140,im_187_2.png,2.0101309929915185
141,im_11_2.png,1.866936347480686
142,im_159_2.png,1.8524576411580904
143,im_121_2.png,1.7875361424213114
144,im_231_2.png,1.8020599396506851
145,im_345_2.png,1.7045039596085667
146,im_66_2.png,1.8146615252270006
147,im_86_2.png,0.6931585177690436
148,im_73_2.png,0.6917020302082078
149,im_319_2.png,0.790998602136348
150,im_250_2.png,1.2452760739110973
151,im_303_2.png,1.532496608089839
152,im_299_2.png,1.671296861300199
153,im_23_2.png,1.726762754501129
154,im_155_2.png,1.9566480189420234
155,im_263_2.png,2.3117858849194706
156,im_198_2.png,2.3844769708845597
157,im_302_2.png,2.5342263941461294
158,im_8_2.png,2.5194593153895433
159,im_129_2.png,2.8747102346862166
160,im_197_2.png,2.800495432162297
161,im_77_2.png,2.6897794185404553
162,im_277_2.png,2.5086710757890662
163,im_94_2.png,2.316516933010166
164,im_41_2.png,2.427987471964661
165,im_269_2.png,2.1601615331583677
166,im_177_2.png,1.7094703922392043
167,im_175_2.png,1.9283399835028838
168,im_270_2.png,1.8094853861811746
169,im_227_2.png,2.412911543048117
170,im_12_2.png,3.4216140602220655
171,im_33_2.png,3.2628060023029386
172,im_128_2.png,3.3337686370255897
173,im_350_2.png,3.2862908534589597
174,im_42_2.png,1.9958293034222283
175,im_110_2.png,0.22902807112047974
176,im_283_2.png,-0.3221387551552213
177,im_55_2.png,-0.2681630738376284
178,im_51_2.png,-0.08808518074840377
179,im_65_2.png,0.05741753770401603
180,im_212_2.png,0.2975556876397989
