,component1,component2
0,-1.0939176976253893,-0.2690402988897533
1,-0.5964268992350967,-0.3695193567115443
2,-0.784562743202083,0.1491595532913502
3,-0.6582501285227816,0.03365699450478164
4,-0.39887250377556255,-0.2336170115503432
5,-0.3305043794681628,-0.4965747135753214
6,-0.3137520558820547,-0.44640036955360185
7,-0.4768058648452892,-0.41085378969629477
8,-0.644062194491208,-0.3391896593695745
9,-0.8238547973855385,-0.2437249809237004
10,-0.8536288748981035,-0.2741432173953931
11,-0.8713212560180705,-0.13673402644867524
12,-0.8921190537540423,-0.08239768033989454
13,-0.7364904348818071,-0.17130089800219542
14,-0.6138367069949416,-0.2486857071021502
15,-0.3564533616148695,-0.29190050064041373
16,-0.14084924866144585,-0.5356666649837281
17,0.03488078477767673,-0.736812381641016
18,-0.4942411041854569,-0.8204085283936936
19,-0.4857006028985792,-1.0274600930797209
20,-0.5172727621564762,-1.0136268871277512
21,-0.464439310141178,-0.9062457197333712
22,-0.4093457621057571,-0.7544758132463176
23,-0.17283883287263607,-0.658561569836995
24,-0.1004740812984936,-0.3364381587658984
25,-0.1923666221820733,0.05903038707580213
26,-0.23661020899046456,0.4435281528378499
27,0.19655939660214675,0.7352097119756734
28,0.13631042586000097,0.4316596333278637
29,0.066030562268116,0.0868688232563068
30,0.07767560079153639,0.17190103935758508
31,0.015193291532285784,0.24855809127332262
32,-0.012181638844675406,0.21062308593339155
33,-0.07173721049671988,0.20487597640306282
34,-0.13869011522740518,0.5967353774375824
35,-0.14387688452872324,0.6188011360331839
36,-0.21068388129315013,0.3946824887405347
37,-0.14341266991228344,0.3390233459222254
38,-0.1266603161782459,0.3969645990344617
39,-0.14571297006610948,0.33911705169272943
40,-0.09868201875743216,0.13267814993912014
41,0.2671436097668344,-0.10672281727615643
42,0.5881752547091824,-0.22760493777279056
43,0.33706081246392605,0.2898087382394917
44,-0.1922536643920278,0.5520530534709924
45,-0.3583999626108382,0.5172649512254963
46,-0.3820415212127047,0.41764702545694965
47,-0.2384484317420536,0.2691096219616458
48,1.1045448091723338,-0.46120300737939307
49,0.4095377869783192,-0.6198254802086922
50,0.2969209459505116,-0.6538510810228436
51,0.20464912390142614,-0.47021877608447155
