,component1,component2
0,-0.31689993241704545,0.19165406041570368
1,-0.3809225609532115,-0.12599745255696107
2,-0.45740723897900326,-0.04774720037390416
3,-0.41606996223343645,-0.11201726193364517
4,-0.2958991558890415,-0.21690575987034047
5,-0.24174956230702935,-0.21471852075220457
6,-0.23929901322459896,-0.223034946888739
7,-0.31551135420649284,-0.16192160897725677
8,-0.36714385998848825,-0.07537033540467446
9,-0.40951930402839987,0.016755788828035804
10,-0.40728186407713785,0.0363623910000129
11,-0.41277861187827186,0.04681460335446279
12,-0.4367363982232448,0.05271925455051796
13,-0.41872988689909796,-0.04006750023458494
14,-0.38578765305413165,-0.11206100929351918
15,-0.2862218638738929,-0.24554297171007242
16,-0.1575167593127502,-0.31820039800295963
17,-0.03224777460545587,-0.317972329664613
18,-0.25691927269232995,-0.11875996205225602
19,-0.22323770904574067,-0.08878976217968335
20,-0.25459301332311224,-0.09106644926697978
21,-0.2611498590238868,-0.1301030587265908
22,-0.25320670660551053,-0.16726602232859525
23,-0.13507110479536458,-0.24124933446025695
24,-0.11110395150285307,-0.25948182307089207
25,-0.16230701949313406,-0.21574363825056506
26,-0.18277452915054282,-0.1794512047248889
27,0.12720640370564046,-0.07829487398887726
28,0.079105473605875,-0.15106240459865766
29,-0.0003163803561020279,-0.22383775572950054
30,-0.01832957755583153,-0.23172275866840672
31,-0.0647033725389938,-0.22802957401930496
32,-0.0837148021739888,-0.23058942956655942
33,-0.11764281256963711,-0.22583651257957144
34,-0.0689514689321008,-0.12065537889308366
35,-0.057262618653117846,-0.11356767294128467
36,-0.135425780109457,-0.15910130669857048
37,-0.12254994716752318,-0.1890847555026677
38,-0.13709378179081577,-0.19962900760105906
39,-0.1729372050830095,-0.2218164533642851
40,-0.16752166119063833,-0.27404394774333085
41,0.03088114516551905,-0.3598466772021846
42,0.20670183357186092,-0.32623552803396194
43,0.0771423755110473,-0.3115159722732861
44,-0.16346137014177042,-0.17813713454737942
45,-0.23562664315021256,-0.12219058105866275
46,-0.2699632568934042,-0.13046773884988738
